nombre;nif;email;telefono;direccion;provincia
RUFINO SERRANO, S.L.;;;000358096;FERNANDO LOPEZ, 30, 00015;SAN PEDRO, ESPAÑA
RUFINOS, C.B.;;;000000000;VIRGEN DEL PILAR, 11, 01742;MONTEFRIO, ESPAÑA
RULADE, S.L.;;;91-5521604;RUFINO BLANCO, 5, 00798;MADRID, ESPAÑA
RUSTIKAS PETROLA, S.L.;;;652 823434 MARIOL;PI I MARGALL, 42 PLANTA 0, 02820;ELDA, ESPAÑA
RV24 CONSTRUCCIONES, S.L.;;;000000000;GORRION, 24, 02789;VILLAVERDE DEL RIO, ESPAÑA
RYCALDA, S.L.;;;000000000;HACIENDA DE PAVONES, 01028;MADRID, ESPAÑA
S. FERNANDEZ E HIJOS, S.A.;;;927304481;PASEO DIPUTACION, 9, 00228;MALPARTIDA DE PLASENCIA, ESPAÑA
S.B.-63, S.A.;;;915232373;SAN BERNARDO, 63, 00568;MADRID, ESPAÑA
S.F. MORENA, S.L.;;;902955545;CTRA. MADRID TOLEDO, KM. 25, 00588;TORREJON DE LA CALZADA, ESPAÑA
S.V.M. MATERIALES, S.L.;;;918410171;FUENTE DEL TORO, 21, 00695;EL MOLAR, ESPAÑA
SACMI IBERICA, S.A.;;repuestos@sacmi.es;000344700;GRAN VIA, 263, 02892;CASTELLON, ESPAÑA
SACMI IMOLA, S.C.;;sacmiimola@legalmail.com;042607111;SELICE PROV. LE, 17/A, 02864;IMOLA, ITALIA
SACYR CONSTRUCCION, S.A. (NULO);;;000000000;PASEO DE LA CASTELLANA. 83, 02431;MADRID, ESPAÑA
SACYR INFRAESTRUCTURAS, S.A.;;;000000000;JUAN ESPLANDIU, 11 PLANTA 12, 02510;MADRID, ESPAÑA
SAGELLIV OBRAS Y CONSTRUCCIONES, S.L.;;administracion@sagelliv.es;629121575;DE LA VILLA, 14, 1º, 02917;LOECHES, ESPAÑA
SAHIMAR SIGLO XXI, S.L.;;;000600204;VILCHEZ, 10, 02542; MOTRIL, ESPAÑA
SAINT GOBAIN DISTRIB. Y CONSTRUCCIÓN, S.L.;;pointp.mollerussa@saint-gobain.com;005723600;VERNEDA DEL CONGOST, S/Nº, 01705;MONTMELO, ESPAÑA
SAINT GOBAIN IDAPLAC, S.L.;;;000000000;ALBERT EINSTEIN,25. POL. IND. ALAMEDA, 02390;CORNELLA DE LLOBREGAT, ESPAÑA
SAINTE, S.A.;;;005591088;MANUEL, 6, 00503;MADRID, ESPAÑA
SAINZ ALLENDE, S.L.;;;000646168;MENENDEZ PELAYO, 24, 01206;RAMALES, ESPAÑA
SALAS CONSTRUHABIT, S.L.;;aleix@optimbuildings.com;000000000;DURAN I SORS, 2-4 ESC, 3 ENTRESUELO, 02794;SABADELL, ESPAÑA
SALDUBA, S.A.;;;004162712;LOPEZ DE HOYOS, 155   1º  2, 01578;MADRID, ESPAÑA
SALINERO E HIJOS, S.L.;;;947-500481;AVDA. DE CASTILLA, 57, 00200;ARANDA DE DUERO, ESPAÑA
SALTOKI VALENCIA, S.L.;;;000000000;GREMIS, 7, 03007;VALENCIA, ESPAÑA
SALVADOR PRIETO JIMENEZ;;azulejosprieto@hotmail.com;000000000;CAMINO DEL MONTE, 21, 02092;VALDEOLMOS, ESPAÑA
SALVADOR VICENTE SANTIAGO;;;004057295;ESTEBAN MORA, 34 POSTERIOR, 00987;MADRID, ESPAÑA
SALVENRI CTRA. E INMOB., S.L.;;;675891724;LIMA, 9, 00939;FUENLABRADA, ESPAÑA
SAM PROGESTION, S.L.;;;918467946;REAL, 39 LOCAL 5, 00686;COLMENAR VIEJO, ESPAÑA
SAMACO, S.L.;;manuelruiz@samacosl.com;000000000;VILLARUBIA KM. 1, 02810;VILLACONEJOS, ESPAÑA
SAMPEDRO SERTECO, S.A.;;raquel@ceramicasampedro.com;000448097;ENTRENA, 38, 02139;LARDERO, ESPAÑA
SAN JUAN DE ARGAMASILLA E INMOBILIARIA, S.L.;;;000000000;CERVANTES, S/Nº, 01723;ARGAMASILLA DE CALATRAVA, ESPAÑA
SAN MIGUEL LA VELICA MAT. CONSTRUCCIËN, S.L.;;;968-467986;CTRA. LA FUENSANTA, KM. 0,200, 01152;LORCA, ESPAÑA
SAN. CHAPARRO, S.L.;;;006848577;DE LOS ROSALES,, 00511;MADRID, ESPAÑA
SAN. GALLARDO MOLINA, S.L.;;;950391498;CTRA. DE AGUILAS, S/N, 00078;VERA, ESPAÑA
SAN. LOPE CARRASCO, S.L.;;;91-7967475;PLAZA DE LOS PINAZO, LOCAL 200, 00562;MADRID, ESPAÑA
SANBRO, OBRAS Y REHABILITACIONES, S.L.;;monicaoc@sanbro.es;000355894;MEDITERRANEO, 32, 02731;MADRID, ESPAÑA
SANCHALUG, S.L.;;;000120122;CTRA. DE YEPES, S/Nº, 01282;OCAÑA, ESPAÑA
SANCHEZ ALM. DE CONST., S.L.;;;924-448040;CTRA. DE MADRID KM. 390, 00113;VILLAFRANCO DEL GUADIANA, ESPAÑA
SANCHEZ BOEZO E HIJOS, S.L.;;;000154987;RONDA, 5, 01375;YEPES, ESPAÑA
SANCHEZ GARCIA, S.L.;;;000872587;CARDENAL CISNEROS, 00348;BOLAÑOS, ESPAÑA
SANCHEZ QUINTANAR, S.A.;;;926-560483;CONCEPCION, 90, 00311;CAMPO DE CRIPTANA, ESPAÑA
SANCHEZ TODO PARA LA CONST., S.L.;;;968865125;CTRA. SANTOMERA-ABANILLA, KM. 5,500, 01165;MATANZAS**SANTOMERA, ESPAÑA
SANDO PROYECTOS INMOBILIARIOS, S.A.;;;003026210;JOSE ORTEGA Y GASSET, 01119;MALAGA, ESPAÑA
SANEAMIENTO Y CONSTRUCCION, S.A.;;antonio@sacosa.es;008880515;PASEO DE LOS CURAS, 25, 01720;ALCALA DE HENARES, ESPAÑA
SANEAMIENTO Y CONSTRUCCION, S.L.;;;000000000;PASEO DE LOS CURAS, 25, 02776;ALCALA DE HENARES, ESPAÑA
SANEAMIENTOS ANSELMO MARCOS, S.L.;;anselmarcos@gmail.com;000357009;PUENTE DE HIERRO, 02698;CARRIZO DE LA RIBERA, ESPAÑA
SANEAMIENTOS EMEROSA, S.L.;;;006848121;DE LOS ROSALES, 411, 02521;MADRID, ESPAÑA
SANFER, S.L.;;materialessanfer@gmail.com;918936849;CTRA. ANDALUCIA KM. 36, 01267;SESEÑA NUEV, ESPAÑA
SANFORPI, S.L.;;;000000000;ENRIQUE AGUILAR, 4, 00578;MADRID, ESPAÑA
SANRO 2018, S.L.;;;000000000;PASEO DE LA CASTELLANA, 153 BAJO, 02676;MADRID, ESPAÑA
SANROCON, S.L.;;paco@sanrocon.com;000942411;CERVANTES, 68, 01798;MAIRENA DE ALCOR, ESPAÑA
SANTA LUCIA PTOS. Y SERV., S.L.;;;915419020;CONDE DUQUE, 34, 00660;MADRID, ESPAÑA
SANTIAGO CASTILLA PALMA, C.B.;;;924822473;DIPUTACION PROVINCIAL, 3, 00150;MEDELLIN, ESPAÑA
SANTIAGO PARRA PEREZ;;;000000000;ALFONSO X EL SABIO, 32  BAJO DOS, 02301;PARLA, ESPAÑA
SANTOS GONZALEZ E HIJOS, S.L.;;;918724140;AMBITE, S/N, 00870;ORUSCO, ESPAÑA
SANTOS LOPEZ HIGUERA;;;000000000;BUEN PASTOR, 13, 01326;ILLESCAS, ESPAÑA
SANTOS REYES DIAZ;;;924-847579;VALDIVIA, 189, 00133;VILLANUEVA DE LA SERENA, ESPAÑA
SANTOS REYES SEGURA;;;000847579;RONDA DE LA HISPANIDAD, 83, 00189;VILLANUEVA DE LA SERENA, ESPAÑA
SANTOS VARA YUSTE;;;920-297064;ARROYO PRADILLO, S/Nº, 00081;SAN JUAN DE LA NAVA, ESPAÑA
SANVIROQUE, S.L.;;sanvicente@roquemateriales.com;000000000;CARRETERA DE CASTALLA, 1, 03086;SAN VICENTE DEL RASPEIG, ESPAÑA
SAR CONSTRUCCION, C.B.;;;000870943;CTRA. DE ALMAGRO, 107, 01601;BOLAÑOS, ESPAÑA
SARCLO S.L.;;;000345004;DE MADRID S/N, 00428;ALMOGUERA, ESPAÑA
SARGUEMIN, S.L.;;mariaoviedo@sarguemin.es;000855344;PEDREROS, 4  BAJO D, 01842;DAIMIEL, ESPAÑA
SARL FLUIDES PETROLE SERVICES;;contact@fps-solutions.com;475325301;Z.A. LA BOISSONNETTE, 02928;PEAUGRES, FRANCIA
SARL ROBOTIQUE CONCEPT;;p.bouteille@robotiqueconcept.com;083565456;560 RUE DE L´AVENIR - ZI LES VERNAILLES, 02444;ST GEORGES DE RENEINS, FRANCIA
SARO MAT. Y CTNES., S.L.;;;968810171;CTRA. DE BENIEL, 33, 01157;ALQUERIAS, ESPAÑA
SATOL ESTRUCTURAS, S.L.;;satolestructuras@gmail.com;006146358;AVILA, 17 LOCAL, 01681;MOSTOLES, ESPAÑA
SCHATTNER & ASOCIADOS, S.L.;;nginer@schattner.es;006746977;MANEL FARRES, 01694;SAN CUGAT DEL VALLES, ESPAÑA
SCL DE VVDAS. EL MIRADOR;;;000508582;ROSARIO, 94, 01627;ALBACETE, ESPAÑA
SDS PROYECTA Y CONSTRUYE, S.L.;;;001997380;LEONARDO DA VINCI, 8, OF. 117, 02667;GETAFE, ESPAÑA
SDV & PARTNERS, S.L.;;alberto@sdvandpartners.com;004861089;POETA JOAN MARAGALL, 60, 2ª PTA, OF.16, 02666;MADRID, ESPAÑA
SECOFIR FUEGO, S.L.U.;;david@secofir.com;006921421;DE LAS CANTERAS, 60. POL. IND. VALMOR, 02605;VALDEMORO, ESPAÑA
SEGLOBE, S.L.;;seglobe2@yahoo.es;000666445;CTRA. COMARCAL, 501 KM. 87.5, 00094;PIEDRALAVES, ESPAÑA
SEGUNDO ALMANSA RUBIO;;;000870943;ALMAGRO, 107, APTDO. CORREOS 27, 00347;BOLAÑOS, ESPAÑA
SEGUNDO CACERES GARCIA;;;000000000;LA MELLIZA, 01949;AHIGAL, ESPAÑA
SEGURA E HIJOS, S.A.;;;006523900;AVDA. DE TENERIFE, 16, 00770;SAN SEBASTIAN DE LOS REYES, ESPAÑA
SEINCO VALLES, S.L.;;info@seincovalles.com;007178176;TERRASA, 60, 02380;SABADELL, ESPAÑA
SEMOLILLA, S.A.;;;968865253;CAMINO VIEJO DE ORIHUELA, 12, 01135;SANTOMERA, ESPAÑA
SEMOROGON, S.L.;;;008577992;CACERA CONSEJO, 4, 01102;MORALZARZAL, ESPAÑA
SENDECO2, S.L.;;;002414723;PASEO DE GRACIA, 19  3ª PLANTA, 01679;BARCELONA, ESPAÑA
SEÑALIZACIONES HUELVA, S.L.;;;000000000;IND. LA ESTACION, 02285;GIBRALEON, ESPAÑA
SEPIOL, S.A.;;;000000000;AVDA. DEL ACERON, 14-16, 02441;AZUQUECA DE HENARES, ESPAÑA
SERANCO, S.A.;;;007583057;VIA DE LAS DOS CASTILLAS, 9A PORTAL 2, 01709;POZUELO DE ALARCON, ESPAÑA
SERBAL PROYECTOS Y OBRAS, S.L.;;speragomez@hotmail.com;000000000;SAN JUAN, 8, 1º B, 01929;SEGOVIA, ESPAÑA
SERCONSA, S.A.;;www.serconsa.com;008435909;CAMINO DE GUADALIX, 2, 01795;SAN AGUSTIN DE GUADALIX, ESPAÑA
SERDURAN CONSTRUCCIONES, S.L.;;;007100127;NTRA. SRA. DEL PILAR, 3  *1º PISO OFIC. 20B, 02027;LEGANES, ESPAÑA
SERINSA 2000, S.A.;;;004178550;DE BRASIL, 17  6º  E, 00984;MADRID, ESPAÑA
SERRANO INDUSTRIAL DE MAQUINARIA, S.L.;;;000506227;DE MADRID, 01396;AÑOVER DE TAJO, ESPAÑA
SERRATRANS, S.L.;;;927-407092;LAUREADO VEGA LORO, 17, 00205;SERRADILLA, ESPAÑA
SERV. Y DESARROLLOS INTEGRALES DESANZ, S.L.;;ruth@desanz.e.telefonica.net;000000000;GUZMAN EL BUENO, 02115;MADRID, ESPAÑA
SERVAL GEST. PROY. SERV. INM., S.L.;;;005611723;PASEO DE LA HABANA, 46 ** 6ºA, 01048;MADRID, ESPAÑA
SERVICIO MILITAR DE CTNES.;;;913664400;ALEJANDRO DUMAS, 15, 00475;MADRID, ESPAÑA
SERVICIOS FH COLMENAR, S.L.;;;918478734;CAMINO DEL VALLE, S/N, 00688;SOTO DEL REAL, ESPAÑA
SERVICIOS Y OBRAS VALDECORNEJA, S.L.;;;000360563;EXTRAMUROS, 54, 00103;PIEDRAHITA, ESPAÑA
SERVIJOYI REFORMAS INTEGRALES, S.L.;;tigoctavian@hotmail.es;000000000;SANTA ROSA, 9, 1º A, 02114;LEGANES, ESPAÑA
SERVIMAT INICIATIVES, S.L.;;;000780524;C-31, KM. 354, 01808;CANET DE LA TALLADA, ESPAÑA
SEVERIANO UGENA PRADO;;;925511138;BUENAVISTA, 11, 01369;ILLESCAS, ESPAÑA
SEYGA, S.L. PROMOCIONES Y CONSTRUCCIONES;;info@seyga.es;000382212;PASEO DEL CANAL, 145, 02031;ZARAGOZA, ESPAÑA
SHOWROOM BARRAL, SLU;;;006715962;AVDA. DE LA CAÑADA, 46, 02490;COSLADA, ESPAÑA
SIAT, S.p.A.;;siat@siat.com;002964951;VIA PUECHER, 02538;TURATE, ITALIA
SIDMAT, S.C.P.;;cirera@sidmat.es;007579110;TORRENTE DE LA POLVORA, 109, BAJO, 02352;MATARO, ESPAÑA
SIERRA DE GATA MORALEJA, S.L.;;;927-515274;RODRIGO CATENA, S/Nº, 00222;MORALEJA, ESPAÑA
SILVESTRE & MARSOU, S.L.;;silvestre_marsou@hotmail.com;000835366;GINEBRA, 16, 02526;MOSTOLES, ESPAÑA
SILVIA SILVA BLAS;;;006914096;SANTO DOMINGO DE SILOS, 7 Y 9, 02125;PINTO, ESPAÑA
SINTRACO, SINTRA INDUSTRIAL & TRADING CO;;;000000000; P.O. BOX 55042 / SIN EL-FIL, 02367;BEIRUT, LIBANO
SIRVENT E HIJOS, S.L.;;;005288304;PROCIÓN, 36- BAJO, 00064;ALICANTE, ESPAÑA
SISTEMA EUROPEO DE NEGOCIACION DE CO2, S.L.;;ccasaus@sendeco2.com;002414723;DE GRACIA, 19, 3ª PLANTA, 02224;BARCELONA, ESPAÑA
SISTEMAS ACTUALES CERRAJERIA INDUSTRIAL, S.L.;;;739000/01;DEL CONCEJO, 01461;SANTA CRUZ DE RETAMAR, ESPAÑA
SITO MAT. DE CONST., S.L.;;;942-842010;POLIGONO LOS BARROS, PARCELA 37, 01205;LOS CORRALES DE BUELNA, ESPAÑA
SIXT BELGIUM;;;000000000;BV KOUTERVERLDSTRAAT 6C, 02726;MACHELEN, BELGICA
SOCOVOS LABORAL, S.L.;;;967420051;CAÑADA DE LA VIRGEN, S/, 00037;SOCOVOS, ESPAÑA
SOCRATES SERRANO REDONDO;;;91-8110714;CUESTA DEL AGUILA, 3, 00564;NAVALCARNERO, ESPAÑA
SOFI OBRAS Y CONSTRUCCIONES, S.L.;;roberto@sofiobras.com;000000000;FELIX LACAMBRA, 5, 02250;ALAGON, ESPAÑA
SOL CONSTRUCCIONES E ING. SL.;;;91-6363242;COMUNIDAD DE MADRID, 37 BIS, 00873;LAS ROZAS, ESPAÑA
SOLDUCT, S.L.;;d.lafuente@solduct.es;006530728;JOSEP PLA, 13, 2º 4, 02594;SAN ANDRES DE LA BAR, ESPAÑA
SOLGIRA VALLESANA, S.L.;;joan@fincasterranova;008457052;TORREGRASSA, 27, 02382;L'AMETLLA DEL VALLES, ESPAÑA
SOLIDO OBRAS Y MANTENIMIENTO, S.L.;;igutierrez@solido-obras.com;005810030;SE-9023 APTDO. 136, 03043;LOS PALACIOS Y VILLAFRANCA, ESPAÑA
SOLOMAT, S.L.;;lluis@solomat.net;007356408;PERPINYA, 18. P.IND. NORD, 02022;TERRASA, ESPAÑA
SOLOMON SMART LIMITED HM REVENUE AND CUSTOMS;;;000000000;RUBY HOUSE, 8 RUBY PLACE, 02737;ABERDEEN, REINO UNIDO
SOLUCIONES GRAFICAS ACTIVA, S.L.;;;925525927;BILBAO, 14, 01837;ARROYOMOLINOS, ESPAÑA
SOMACON, S.L.;;;967-214775;CTRA. ALICANTE-VALENCIA KM. 143, 00060;BENIDORM, ESPAÑA
SONCAR, S.A.;;soncar.aniano@soncar.es;004751822;ANTONIO LOPEZ, 249, 01878;MADRID, ESPAÑA
SPIN CONSTRUCCIONES Y REF., S.L.;;;000533134;VIA LUSITANA, 66, 01696;MADRID, ESPAÑA
SPS-SERVICE WALLERATH;;;569590129;KUFURSTEN-STR.9, 02392;MECHERNICH, ALEMANIA
SSIALDI 2002, S.L.;;ssialdi2002@movistar.es;000000000;CALVO ASENSIO, 14, 5º B, 03037;MADRID, ESPAÑA
ST. JORIS CERAMIC WALL SYSTEMS, B.V.;;verkoop@st.joris.nl;774740100;JORISSTRAAT, 54, 01914;AP BEESEL, HOLANDA
STANIMIR IVANOV NANCHEV;;;000000000;MARIANO MATESANZ, 4, 02427;MADRID, ESPAÑA
STAR PIECES;;contact@star-pieces.com;000000000;ZA BEL AIR, 02996;QUEVERT, FRANCIA
STE BERGAMO SARL AU;;;000000000;BUREAU N.6-7 BLOC D 1ER ETAGE, 6 RUE, 02956;TANGER, MARRUECOS
STEENFABRIEK DE RIJSWAARD B.V.;;;000000000;DE RIJSWAARD 2, 02252;LV AALST (GLD), HOLANDA
STIJN BOLLAERT;;;006678900;JAN DELVINLAAN 111, 03065;GENT, BELGICA
STRATAN CONSTRUCCIONES, S.L.;;;000000000;SISTEMA SOLAR, 9, A-5, 1ºB, 01706;PARLA, ESPAÑA
STUDIOS CLANCY, S.L.;;;008908028;POZAS,  36  ESC. DCHA.  2ºC, 00983;SAN LORENZO DE EL ESCORIAL, ESPAÑA
SUBCONTRATAS Y CTNES. BOAR, S.L.;;;000000000;MANZANARES, 26, LOCAL 1, 01725;GALAPAGAR, ESPAÑA
SUBIRATS BERENGUER INMOBILIARIA, S.L.;;ebrigitte@sbinmobiliaria.com;000449344;GENERALITAT, 175, 03088;TORTOSA, ESPAÑA
SUBMI, S.L.;;submi@bigmat.es;008409086;JUAN DE LA CIERVA, 8, NAVE A-B, 01840;CANOVELLES, ESPAÑA
SUBMINISTRAMENTS DE MAT. I EXC. IGUALADA, S.L.;;;669262444;"POL. IND. ""LAS COMAS"" C/ ITALIA, 16, 02463";IGUALADA, ESPAÑA
SUCESORES DE CEFERINO GONZALEZ, S.L.;;;987590020;EL PARQUE, 13, 00457;RIOSECO DE TAPIA, ESPAÑA
SUCESORES DE CHACON, S.A.;;;926230418;RONDA DEL CARMEN, 19, 00297;CIUDAD REAL, ESPAÑA
SUCESORES DE MATAMOROS, S.L.;;;000736181;PINA, 3, 00171;BARCARROTA, ESPAÑA
SUCESORES DE MIGUEL ANTA GARCIA;;;987641343;CTRA. MADRID-CORUÑA, KM 30, 00453;LA BAÑEZA, ESPAÑA
SUCESORES DE REVILLA, S.L.;;facturas@almacenesrevilla.com;923401652;INDUSTRIAS, 8, 02890;BEJAR, ESPAÑA
SUCOSAN, S.L.;;sucosan@sucosan.com;004452623;SANDOVAL, 20, 01049;MADRID, ESPAÑA
SUCOTEC, S.L.;;;924-303404;MAGDALENA, 67, 00112;MERIDA, ESPAÑA
SUM.  PARA LA CONST. CAUDETE, S.L.;;suconscaudete@hotmail.com;965825206;CAMINO DEL MOLINO, 1, 00025;CAUDETE, ESPAÑA
SUM. & SERV. INTEHRAGES HNOS. SERRANO, S.L.;;;004788151;AVELINO FERNANDEZ DE LA POZA, 01972;MADRID, ESPAÑA
SUM. ALDINO, S.A.  (NULO);;;961555711;CARRER DELS LLIBRERS, 4, 01470;TORRENT, ESPAÑA
SUM. BOADILLA, S.L.;;;91-6333407;CTRA. BOADILLA-MADRID, KM. 1, 00832;BOADILLA DEL MONTE, ESPAÑA
SUM. CCOS. GARDY, S.L.;;;000670402;CTRA. MADRID-CADIZ, 295  APTDO. 145, 00443;BAILEN, ESPAÑA
SUM. CONST. CERVERA SUCONCER, S.L.;;;962720682;POL. IND. LA LOMA-APARTADO 22, 01465;VILLAR DEL ARZOBISPO, ESPAÑA
SUM. DE LA FUENTE VILLALBA, S.L.;;;000631013;CAMINO DE GALLOMBAS, S/N, 00091;CEBREROS, ESPAÑA
SUM. FUENTE DE CANTOS, S.L.;;;924500728;PLAZA DE LA CONSTITUCION, 5, 00139;FUENTE DE CANTOS, ESPAÑA
SUM. MACESA DE EXTREMADURA, S.L.;;yoli@emisan.es;000504100;CTRA. CORIA-CACERES, KM. 1, 00232;CORIA, ESPAÑA
SUM. MONTEHERMOSO, S.L.;;;927430597;CTRA. DE POZUELO, KM. 27, 00245;MONTEHERMOSO, ESPAÑA
SUM. PEDRO BLANCO, S.L.;;;007345609;NTRA. SRA. DE VALVERDE, 185, 00585;MADRID, ESPAÑA
SUM. SANTA BARBARA, S.L.;;;91-6911797;TERREROS, 2   1º, 01305;PINTO, ESPAÑA
SUM. VILLACAÑAS, S.L;;;000160085;AVDA. DE LA MANCHA, 5, 01240;VILLACAÑAS, ESPAÑA
SUM. VILLAVICIOSA, S.L.;;suministrosvillaviciosa@yahoo.es;916110455;AVDA. DE AMERICA, 16**P.I. IND. ESPECIALES, 00590;ALCORCON, ESPAÑA
SUM. Y CONST. SUSAVI, S.L.;;;96-5305145;CTRA. ORIHUELA A REDOBAN, KM. 2.2, 00062;ORIHUELA, ESPAÑA
SUM. Y MATERIALES FERNANDO GOMEZ, S.L.;;;008178628;CAMINO DEL CAÑO 6, 01416;MENTRIDA, ESPAÑA
SUMABE, S.L.;;sumabe@grupobdb.com;000473014;SAN MATEO, 4, 02454;BENICARLO, ESPAÑA
SUMIGRES MORALEJA, S.L.;;;000147627;AVDA. PUREZA CANELO, 138    BAJO, 00238;MORALEJA, ESPAÑA
SUMINISTRES PORREDON, S.L.;;;8359563 SR- FIDEL;GARRAF, 15, 01576;VACARISSES, ESPAÑA
SUMINISTROS AMPURIABRAVA, S.A.;;;000571817;PUIGMAL, 01756;EMPURIABRAVA, ESPAÑA
SUMINISTROS ARCIGRES, S.L.;;diazflores@terra.es;000573466;SANTO SEPULCRO, 01757;HERENCIA, ESPAÑA
SUMINISTROS BALEARES, S.L.;;;006833744;TORNEROS, 01719;GETAFE, ESPAÑA
SUMINISTROS BOLAÑOS, S.A;;;000870458;CTRA. DE DAIMIEL, 15, 00303;BOLAÑO, ESPAÑA
SUMINISTROS BREA, S.L.;;c.garcia@suministrosbrea.bigmat.es;918738398;CTRA. DE ORUSCO, KM. 0,350, 00723;VALDILECHA, ESPAÑA
SUMINISTROS CAPELLANIAS, S.A.;;;927629024;POL. LAS CAPELLANIAS, S/N, 00254;CACERES, ESPAÑA
SUMINISTROS CERAMICOS MABE, S.A.;;mabe@scmabe.com;000418049;TOLEDO-PIEDRABUENA, KM. 35,500, 01443;VTAS. CON PEÑA AGUILERA, ESPAÑA
SUMINISTROS CERAMICOS MARTINEZ, S.L.;;proveedores@scmartinez.com;000551394;COBEJA-PANTOJA, KM. 0,500, 02342;COBEJA, ESPAÑA
SUMINISTROS DAIMIEL, S.L.;;;000850632;ARCIPRESTE JULIO MATA, 00346;DAIMIEL, ESPAÑA
SUMINISTROS DE CONSTRUCCIONES LOMBARDO, S.L.;;suministroslombardo@yahoo.es;005630068;TORREBLANCA-MAIRENA, KM. 0,5, 01921;ALCALA DE GUADAIRA, ESPAÑA
SUMINISTROS FEYMA, S.L.;;;000000000;AVDA. DE EUROPA, S/N, 02709;MADRIDEJOS, ESPAÑA
SUMINISTROS GONZALEZ LOPEZ, S.L.;;;008174226;ARTESA, 6, 02024;CAMARENA, ESPAÑA
SUMINISTROS PARA LA CONSTRUCCION EMILIO, S.L.;;;008947639;ALCALDE ANTONIO CHAPARRO, 01555;SAN MARTIN DE LA VEGA, ESPAÑA
SUMINISTROS RUBIA, S.L.;;;000460405;NACIONAL 420,KM. 62,5.POL.IND.CABEZUELO, 00294;ARGAMASILLA DE CALATRAVA, ESPAÑA
SUMINISTROS RUFINO NAVARRO, S.L.;;facturas@rufinonavarro.com;006566007;SOLANA, 01012;TORREJON DE ARDOZ, ESPAÑA
SUMINISTROS SAMARAL, S.L.;;;000154987;RONDA DEL CARMEN, 01403;YEPES, ESPAÑA
SUMINISTROS SOT BENE, S.L.;;;008762086;POCILLOS, 10  NAVE 17 Y 18, 01041;VALDEMORO, ESPAÑA
SUMINISTROS STA. CRUZ, S.L.;;;000143679;TOLEDO A CUENCA, KM. 80, 01435;SANTA CRUZ DE LA ZARZA, ESPAÑA
SUMINISTROS TEMAGRES, S.L.;;;000894103;LA VERA, 78, 00183;BERLANGA, ESPAÑA
SUMINISTROS VISANRO, S.L.;;;000672712;POL. IND. NAVE, 2, 00277;EL BATAN, ESPAÑA
SUMINISTROS Y STOS. SAN FERMIN, S.L.;;;007921439;SAN FORTUNATO, 00990;MADRID, ESPAÑA
SUMINISTROS YEPES, S.L.;;suministrosyepes2013@gmail.com;000000000;CAMINO CIRUELO, 4, 02792;YEPES, ESPAÑA
SUMINISTROS YOE, S.L.;;;925421866;VIRGEN DEL PILAR, S/N, 00321;RETUERTA DE BULLAQUE, ESPAÑA
SUMIOBRAS, S.L.;;;000000000;MUELLE, 1, 02826;MADRID, ESPAÑA
SUROCER, S.L.;;;924775352;LA RADIO, 7, 00134;ZALAMEA DE LA SERENA, ESPAÑA
SUYMAT BURRIANA, S.L.U.;;;004511844;SAN ENRIQUE, 5, 02488;BURRIANA, ESPAÑA
SXXI INVERCONSTRUC, S.L.;;bienve@consboni.com;000223037;AVDA. SANT PERE, 63  BAJOS, 02321;LLEIDA, ESPAÑA
T. MARTORELL, S.L.;;;008424547;DEL ROQUEROLS, NAVE 1, 00197;LA ROCA DEL VALLÉS, ESPAÑA
TABINTER, S.A.;;tabinter@getafeiniciativas.es;006823721;MADRID, 113 3º ESC. 1  A-B, 00629;GETAFE, ESPAÑA
TABIQUERIA MORACAN, S.L.U.;;;000377733;SANTA MARIA MAGDALENA, 24, 01540;OSSA DE MONTIEL, ESPAÑA
TABISAM, S.L.U.;;mariano.zafra@tabisam.es;006701176;ORIHUELA, 00070;TORREVIEJA, ESPAÑA
TABLEROS Y PUENTES, S.A.;;;000000000;ALBASANZ, 14 BIS, 2º G, 02915;MADRID, ESPAÑA
TAHEGRE DE CTNES., S.L.;;;91-8547029;CANTOSGORDOS, 45, 00551;CERCEDILLA, ESPAÑA
TALAUTO VEHICULOS INDUSTRIALES, S.A.;;;925-869150;CTRA. NACIONAL V, KM. 107,500, 01298;CAZALEGAS, ESPAÑA
TALAVERA DE AUTOMOCION, S.A.;;;925-869150;AVDA. DE MADRID, 6, 01343;TALAVERA DE LA REINA, ESPAÑA
TALGONPER, S.L.;;;000869150;ANTIGUA CTRA. N-V, KM. 107,5, 02305;CAZALEGAS, ESPAÑA
TALLER DE ARQUITECTURA Y OBRAS, S.L.;;tao@tao-sl.com;000191052;IGNACIO MONTURIOL,  10 - 12  BAJO, 01689;ALBACETE, ESPAÑA
TALLER DE CONST. ARRATE, S.L.;;;91-6395042;CHILE - LOCAL 8, 00609;MAJADAHONDA, ESPAÑA
TALLER DE CONSTRUCCION TMR,S.A.;;;915941268;FUENCARRAL, 158  ENTREPLANTA, 00597;MADRID, ESPAÑA
TALLER DE REP.INS.CERAMICA, S.L.;;;953-671377;POLG.EL CRUCE PARC.41 (APDO.126), 00445;BAILEN, ESPAÑA
TALLER MECANICO ANDRES, S.L.;;;000000000;CARLOS I,  Nº 21, 02595;YUNCOS, ESPAÑA
TALLERES ANGORRA DE BAILEN, S.L.;;;953-671303;CTRA. DE LINARES, 23 - 29, 00444;BAILEN, ESPAÑA
